state,fips.code,county,age.adjusted.percent.2004,age.adjusted.percent.2014
Puerto Rico,72049,Culebra Municipio,No Data,
Puerto Rico,72051,Dorado Municipio,No Data,
Puerto Rico,72053,Fajardo Municipio,No Data,
Puerto Rico,72054,Florida Municipio,No Data,
Puerto Rico,72055,Guánica Municipio,No Data,
Puerto Rico,72057,Guayama Municipio,No Data,
Puerto Rico,72059,Guayanilla Municipio,No Data,
Puerto Rico,72061,Guaynabo Municipio,No Data,
Puerto Rico,72063,Gurabo Municipio,No Data,
Puerto Rico,72065,Hatillo Municipio,No Data,
Puerto Rico,72067,Hormigueros Municipio,No Data,
Puerto Rico,72069,Humacao Municipio,No Data,
Puerto Rico,72071,Isabela Municipio,No Data,
Puerto Rico,72073,Jayuya Municipio,No Data,
Puerto Rico,72075,Juana Díaz Municipio,No Data,
Puerto Rico,72077,Juncos Municipio,No Data,
Puerto Rico,72079,Lajas Municipio,No Data,
Puerto Rico,72081,Lares Municipio,No Data,
Puerto Rico,72083,Las Marías Municipio,No Data,
Puerto Rico,72085,Las Piedras Municipio,No Data,
Puerto Rico,72087,Loíza Municipio,No Data,
Puerto Rico,72089,Luquillo Municipio,No Data,
Puerto Rico,72091,Manatí Municipio,No Data,
Puerto Rico,72093,Maricao Municipio,No Data,
Puerto Rico,72095,Maunabo Municipio,No Data,
Puerto Rico,72097,Mayagüez Municipio,No Data,
Puerto Rico,72099,Moca Municipio,No Data,
Puerto Rico,72101,Morovis Municipio,No Data,
Puerto Rico,72103,Naguabo Municipio,No Data,
Puerto Rico,72105,Naranjito Municipio,No Data,
Puerto Rico,72107,Orocovis Municipio,No Data,
Puerto Rico,72109,Patillas Municipio,No Data,
Puerto Rico,72111,Peñuelas Municipio,No Data,
Puerto Rico,72113,Ponce Municipio,No Data,
Puerto Rico,72115,Quebradillas Municipio,No Data,
Puerto Rico,72117,Rincón Municipio,No Data,
Puerto Rico,72119,Río Grande Municipio,No Data,
Puerto Rico,72121,Sabana Grande Municipio,No Data,
Puerto Rico,72123,Salinas Municipio,No Data,
Puerto Rico,72125,San Germán Municipio,No Data,
Puerto Rico,72127,San Juan Municipio,No Data,
Puerto Rico,72129,San Lorenzo Municipio,No Data,
Puerto Rico,72131,San Sebastián Municipio,No Data,
Puerto Rico,72133,Santa Isabel Municipio,No Data,
Puerto Rico,72135,Toa Alta Municipio,No Data,
Puerto Rico,72137,Toa Baja Municipio,No Data,
Puerto Rico,72139,Trujillo Alto Municipio,No Data,
Puerto Rico,72141,Utuado Municipio,No Data,
Puerto Rico,72143,Vega Alta Municipio,No Data,
Puerto Rico,72145,Vega Baja Municipio,No Data,
Puerto Rico,72147,Vieques Municipio,No Data,
Puerto Rico,72149,Villalba Municipio,No Data,
Puerto Rico,72151,Yabucoa Municipio,No Data,
Puerto Rico,72153,Yauco Municipio,No Data,
